Timestamp,Transaction_Type,MIN,P50%,P95%,P99%,MAX
11:07:33,OSTAT,470,734,1260,1897,2389
11:07:43,NEWORD,1571,3435,75824,205719,230415
11:07:43,PAYMENT,1132,1892.5,142475,256965,349218
11:07:43,DELIVERY,2532,6011,112398,216298,216298
11:07:43,SLEV,1695,2393.5,2946,3160,3160
11:07:43,OSTAT,428,875,1361,1613,1613
11:07:53,NEWORD,1857,3098.5,55869.5,229743,291397
11:07:53,PAYMENT,1072,1787,8909,103671,227160
11:07:53,DELIVERY,3409,4386,117076,222257,222257
11:07:53,SLEV,1388,1924,3163,3742,3742
11:07:53,OSTAT,522,788.5,1048,1182,1182
11:08:03,NEWORD,1851,3083,11634,188909,439158
11:08:03,PAYMENT,1149,1767.5,3839,207457,290147
11:08:03,DELIVERY,3148,4468,6915,112030,202902
11:08:03,SLEV,1449,1889,2994,3108,3108
11:08:03,OSTAT,514,849,1257,1886,1886
11:08:13,NEWORD,1624,2879.5,74896,201298,234133
11:08:13,PAYMENT,1123,1756,22167,183296,218876
11:08:13,DELIVERY,2994,4217.5,102194,176040,209618
11:08:13,SLEV,1483,2111,2807,4255,4255
11:08:13,OSTAT,550,848,1501,1601,1737
11:08:23,NEWORD,1513,2675,5237,202379,238680
11:08:23,PAYMENT,1101,1630,19679,204797,250828
11:08:23,DELIVERY,2914,3631.5,5410,79852,104360
11:08:23,SLEV,1418,2096.5,2872,3552,3698
11:08:23,OSTAT,462,728,1069,1794,1878
11:08:33,NEWORD,1475,2670,5631,168112,266538
11:08:33,PAYMENT,973,1754,4488,158758,220414
11:08:33,DELIVERY,2493,3569,7209,56405,58072
11:08:33,SLEV,1343,1800.5,2931,3086,4793
11:08:33,OSTAT,526,792,1525,1583,1684
11:08:43,NEWORD,1594,2559.5,3965,95807,270351
11:08:43,PAYMENT,1179,1731,3335,158090,220258
11:08:43,DELIVERY,2717,3587.5,5169,125985,209938
11:08:43,SLEV,1531,2032.5,2844,3102,3293
11:08:43,OSTAT,564,814,1298,1453,1921
11:08:53,NEWORD,1520,2429.5,20541,161837,213363
11:08:53,PAYMENT,1162,1632,30403,194893,309560
11:08:53,DELIVERY,2654,3721,99219,237859,237859
11:08:53,SLEV,1508,2003,2476,2598,2620
11:08:53,OSTAT,574,768,1058,1215,1390
11:09:03,NEWORD,1354,2296,30235,213481,289339
11:09:03,PAYMENT,1094,1530,2768,103046,222981
11:09:03,DELIVERY,2677,3410,18710,191904,197819
11:09:03,SLEV,1447,1915,2766,2977,3101
11:09:03,OSTAT,474,744,1172,1392,1394
11:09:13,NEWORD,1422,2369,3670,156714,236482
11:09:13,PAYMENT,1131,1644.5,2674,100895,215579
11:09:13,DELIVERY,2470,3840,6250,81467,401175
11:09:13,SLEV,1401,2039.5,3157,3540,4824
11:09:13,OSTAT,484,783,1302,1569,1711
11:09:23,NEWORD,1360,2212.5,3742,174280,508814
11:09:23,PAYMENT,1059,1581,2672,141803,255825
11:09:23,DELIVERY,2382,3324,31243,155954,223128
11:09:23,SLEV,1389,1853,2886,2968,3171
11:09:23,OSTAT,502,761,1206,1308,1400
11:09:33,NEWORD,1511,2329,66943,198616,220517
11:09:33,PAYMENT,1174,1710,50948,196360,234041
11:09:33,DELIVERY,2604,4864,56920,209024,209024
11:09:33,SLEV,1341,1760,2649,3268,3268
11:09:33,OSTAT,589,857,1557,1914,1914
11:09:43,NEWORD,1481,2316,4541,106752,267591
11:09:43,PAYMENT,1063,1670,3431,97732,253391
11:09:43,DELIVERY,2534,3660,6281,176883,180008
11:09:43,SLEV,1363,1953,2698,3666,3679
11:09:43,OSTAT,543,788,1445,1789,4405
11:09:53,NEWORD,1403,2180,3892,165419,243480
11:09:53,PAYMENT,1173,1655.5,3661,185919,436428
11:09:53,DELIVERY,2423,3192.5,4493,7072,91559
